text,label
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",pending_cash_withdrawal
Why is my cash withdrawal still showing as pending?,pending_cash_withdrawal
What is the fee on my statement for?,extra_charge_on_statement
Where are you getting your exchange rates from?,exchange_rate
Why is the exchange rate terrible?  That can't be close to the actual interbank rate.,card_payment_wrong_exchange_rate
How long until my new card gets here?,card_arrival
How do I add my card to the app once I get it?,card_linking
What foreign exchange rate will I get on weekdays and on the weekends?,exchange_rate
2 weeks ago I ordered my new card.  It isn't here.  What should I do?,card_arrival
"I got a new card, how do I link it?",card_linking
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal
I would like for someone to tell me which fiat currencies that your company supports.,fiat_currency_support
What is the extra €1 on my statement for?,extra_charge_on_statement
It seems that something went wrong with my exchange. I changed Russian Ruble into UK pounds but have been charged entirely too much!,card_payment_wrong_exchange_rate
Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate
Is a tracking number available for the card that was just sent?,card_arrival
It's been a week since you sent my card and I still don't have it.,card_arrival
"I want to hold and exchange fiat currencies, what can I use to do so?",fiat_currency_support
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,pending_cash_withdrawal
"Hello, I believe there has been a mistake made on the exchange rate for my card. Could you please check the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
Do you know what your exchange rates are?,exchange_rate
I'm still waiting for my new card.,card_arrival
I don't think the charges made when I had currency exchanged are right.,card_payment_wrong_exchange_rate
Exchange rate on a purchase was incorrect,card_payment_wrong_exchange_rate
What is your opinion on the exchange rate?,exchange_rate
I had to pay a pound more than I anticipated!,extra_charge_on_statement
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",pending_cash_withdrawal
How do I link one of your card that I already have?,card_linking
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,card_payment_wrong_exchange_rate
How is the exchange rate calculated?,exchange_rate
Can my account have different types of currency in it.,fiat_currency_support
What are my options for holding money in multiple currencies?,fiat_currency_support
Why is your exchange rate different on different days?,exchange_rate
I did not receive the correct amount for the exchange rate.,card_payment_wrong_exchange_rate
There is an extra small charge on my card! What do I do?,extra_charge_on_statement
How can I check on the delivery status of my card?,card_arrival
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,pending_cash_withdrawal
Which currencies are allowed?,fiat_currency_support
Why is my cash withdrawal pending?,pending_cash_withdrawal
How long will the $1 charge show as pending?,extra_charge_on_statement
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal
Can I have money in more than one currency in my account?,fiat_currency_support
The exchange rate applied is wrong for my international purchase.,card_payment_wrong_exchange_rate
Can I reactivate a card?,card_linking
I exchanged Russian rubles for British pounds today and got less than I expected. Was exchange rate correct?,card_payment_wrong_exchange_rate
When will my cash withdrawal show/,pending_cash_withdrawal
Can you tell me if I can track the card you sent me?,card_arrival
What will my exchange rate be?,exchange_rate
What is the expected delivery date for my card?,card_arrival
I would like to know which fiat currencies are recognized by your organization.,fiat_currency_support
What's the reason my new card hasn't come?,card_arrival
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",extra_charge_on_statement
What exchange rate is it?,exchange_rate
I took out money from the ATM and it's still showing as pending?,pending_cash_withdrawal
"In my statement, I got a €1 extra fee.",extra_charge_on_statement
The amount of exchange was not correct for the item i bought.,card_payment_wrong_exchange_rate
How do I link the new card?,card_linking
Why hasn't my card arrived yet?,card_arrival
How's the exchange rate looking right now?,exchange_rate
Can you tell me how to get my card on the app?,card_linking
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal
How do you calculate exchange rates?,exchange_rate
why was i charged a small amount,extra_charge_on_statement
Where is my card?,card_arrival
How do I track the card you sent to me?,card_arrival
Do you provide currency exchange to Euros?,fiat_currency_support
Can you tell me why I haven't received my new card?,card_arrival
How are the exchange rates determined?,exchange_rate
Why does my statement have an extra fee?,extra_charge_on_statement
What currencies can I hold?,fiat_currency_support
I noticed an extra pound charge?,extra_charge_on_statement
I still haven't gotten my new card.  When will it get here?,card_arrival
I wasn't charged the correct exchange rate for an item I purchased.,card_payment_wrong_exchange_rate
What is the system for determining the exchange rate?,exchange_rate
Can you make exchanges using the EUR?,fiat_currency_support
How do I see my card in the app?,card_linking
Can I have money of different country of origin.,fiat_currency_support
How do I get my cash withdrawal to show?,pending_cash_withdrawal
Where can I link a new card?,card_linking
There is a withdrawal waiting.,pending_cash_withdrawal
Is my country's currency supported by your system?,fiat_currency_support
How do you do exchanges?,exchange_rate
What are you exchange rates?,exchange_rate
What can I do to track the card you sent me?,card_arrival
Why was I charged more than I should have been?,extra_charge_on_statement
There was a problem with the exchange rate on a purchase.,card_payment_wrong_exchange_rate
How do you determine the exchange rate?,exchange_rate
I am not seeing recent cash withdrawal on my account.,pending_cash_withdrawal
I checked on google and the exchange rate you are using is really bad. Can you update it?,card_payment_wrong_exchange_rate
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",pending_cash_withdrawal
What is this extra €1 fee about?,extra_charge_on_statement
There is a strange 1£ charge that appears as pending on my statement. What's the cause for that? I haven't purchased anything for a pound.,extra_charge_on_statement
The rate applied to my purchase in a foreign currency was wrong.,card_payment_wrong_exchange_rate
Could I get tracking on the card?,card_arrival
"There's an extra fee on my statement, why is that?",extra_charge_on_statement
I'm still waiting for my card that was issued a week ago. What should I do?,card_arrival
How do I get my card into the app?,card_linking
What is the status of my card's delivery?,card_arrival
Is there a way to track the new card you sent me?,card_arrival
Is the cash withdrawal going to show?,pending_cash_withdrawal
I recently bought something abroad but the exchange rate is incorrect. Why?,card_payment_wrong_exchange_rate
Is it possible for me to track the card is was mailed to me?,card_arrival
There is an extra 1£ charge on my app. Why did you charge me extra?,extra_charge_on_statement
Do you have the best exchange rate?,exchange_rate
What does pending mean on a cash withdrawal?,pending_cash_withdrawal
I think I may have been charged $1 extra on my app.  Could you provide some insight as to why this may have happened?,extra_charge_on_statement
Why have I not gotten my new card?,card_arrival
Which flat currencies can I use from you?,fiat_currency_support
What is the process to link the new card?,card_linking
What do I need to do to link my new card for my account?,card_linking
How do your exchange rates factor in?,exchange_rate
I was overcharged an additional pound.,extra_charge_on_statement
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",pending_cash_withdrawal
What is this fee debit on my account?,extra_charge_on_statement
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
This exchange rate on my purchase is wrong.,card_payment_wrong_exchange_rate
What are your exchange rates calculated from?,exchange_rate
"I still haven't received my card after two weeks, is it lost?",card_arrival
"I recently purchased something, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",card_payment_wrong_exchange_rate
Can you do exchanges of EUR?,fiat_currency_support
"I recently reported my card as missing/lost, and I just found it. Can I still use it?",card_linking
"My cash withdrawal says pending, why?",pending_cash_withdrawal
"I changed the currency, but why is it costing more?",card_payment_wrong_exchange_rate
Was there a way for me to get tracking for that?,card_arrival
Why has my withdrawal not posted?,pending_cash_withdrawal
Does the exchange rate change?,exchange_rate
"Cash withdrawal has been pending, why is it so?",pending_cash_withdrawal
I don't have my card after 1 week. What are my next steps?,card_arrival
"I have one of your cards, but I don't know how to link it.",card_linking
I recently bought something in foreign currency and I am unsure of the exchange rate. Is this rate applied correctly?,card_payment_wrong_exchange_rate
Can you explain to me why a cash withdrawal shows up as pending?,pending_cash_withdrawal
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",card_payment_wrong_exchange_rate
"I found my card, how can I use it again?",card_linking
My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival
How many currencies can I have money in in my account?,fiat_currency_support
Which currencies will you exchange?,fiat_currency_support
How do I track the card you sent me?,card_arrival
I am inquiring about a $1 charge on my statement.,extra_charge_on_statement
Where can I find the exchange rate for my transfer?,exchange_rate
Please explain the exchange rates.,exchange_rate
Can you tell me your exchange rates?,exchange_rate
Does the fee for exchange change?,card_payment_wrong_exchange_rate
I checked my account today and saw that I was charged an extra pound that I did not spend.,extra_charge_on_statement
Looking at my account I've noticed a charge that appears to still be in progress. I had attempted to get money out of the machine earlier but the machine seemed to have been broken. I never received my money so will you please look into this for me? I don't want to be charged for money I never actually received.,pending_cash_withdrawal
What fiat money can I used in the exchange and holding?,fiat_currency_support
I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate
I would like to know what exchange rates you use?,exchange_rate
Why is it showing that my account has been charged a dollar that is showing as pending?,extra_charge_on_statement
Why was my account assessed a fee?,extra_charge_on_statement
What do I need to do to get my new card which I have requested 2 weeks ago?,card_arrival
Why was I charged extra on my app?,extra_charge_on_statement
I used foreign currency to buy something and I think the rate applied is incorrect.,card_payment_wrong_exchange_rate
Tell me your opinion on the exchange rate.,exchange_rate
There is an odd 1£ charge that appears as pending on my statement. What's the reason for that? I haven't purchased anything for a pound.,extra_charge_on_statement
What is this extra pound charge for?,extra_charge_on_statement
I already have a card and want to link it,card_linking
Can you tell me why I haven't received my new card yet?,card_arrival
The exchange rate was incorrect for an item I bought.,card_payment_wrong_exchange_rate
Your exchange rates are coming from where?,exchange_rate
Where in the app do I go to make my new card show up?,card_linking
Why is there an extra charge on my statement.,extra_charge_on_statement
Is the exchange rate current?,exchange_rate
How long does it take to verify a cash withdraw?,pending_cash_withdrawal
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",pending_cash_withdrawal
When will the cash that I put in the ATM be cleared from pending status?,pending_cash_withdrawal
Why is there an extra fee charged?,extra_charge_on_statement
How do I go forth on holding money in multiple currencies?,fiat_currency_support
How are exchange rates determined?,exchange_rate
Why haven't I received my new card yet?,card_arrival
What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal
My card hasn't came in the mail yet?,card_arrival
How long does it take for a cash withdrawal to show?,pending_cash_withdrawal
"I got a card, how do I get it in the app?",card_linking
How do I add my new card?,card_linking
There's an error in regards to the exchange rate for an item I bought.,card_payment_wrong_exchange_rate
When did you send me my new card?,card_arrival
My atm withdraw is stillpending,pending_cash_withdrawal
How do I link an existing card?,card_linking
I would like to reactivate a card and wondered if that could be done?,card_linking
"The card I thought I lost was in my jacket pocket this morning, so can I reactivate that?",card_linking
Why did a transaction I made charge me $1?,extra_charge_on_statement
Are there any fiat currencies that you will not work with?,fiat_currency_support
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,extra_charge_on_statement
Which fiat currencies are supported for holding and exchanging?,fiat_currency_support
Why is my cash withdrawal still pending?,pending_cash_withdrawal
How long will it be to get this new card?,card_arrival
How do I add an existing card to the app?,card_linking
"I found my card that I thought I had lost, I need to reactive it, please help.",card_linking
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,card_payment_wrong_exchange_rate
Why did I get a $1 extra fee on the statement?,extra_charge_on_statement
Its been several days and my cash withdrawal is still pending. Why?,pending_cash_withdrawal
Is there a reason there's an extra fee on my statement?,extra_charge_on_statement
"In my statement, there was an extra €1 fee",extra_charge_on_statement
My purchase used the wrong exchange rate,card_payment_wrong_exchange_rate
What currencies are available for my use in holding and exchange?,fiat_currency_support
"A card has been sent to me, how do I track it?",card_arrival
"I see an extra $1  charge on my statement, why is this?",extra_charge_on_statement
Is it possible to hold money in different currencies?,fiat_currency_support
Which fiat currencies are compatible for exchange and holding?,fiat_currency_support
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate
the exchange rate is wrong from something I got in another country,card_payment_wrong_exchange_rate
I have a card that was deactivated can I reactivate it?,card_linking
An incorrect exchange rate was applied to an item I bought.,card_payment_wrong_exchange_rate
I ordered a card and would like to know how to track the delivery progress of it.,card_arrival
I know I'm getting a new card but would like know when I can expect to receive it.,card_arrival
I just got my card.  It's not linked yet--how do I do that?,card_linking
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",pending_cash_withdrawal
I took out some cash from the ATM but it is still showing the transaction is pending.,pending_cash_withdrawal
There is a charge for 1£ on my statement.  I do not think that I bought anything that costed 1£.  What is going on?,extra_charge_on_statement
Why is there an extra €1 fee in my statement?,extra_charge_on_statement
Can you let me know why my cash withdrawal is still pending?,pending_cash_withdrawal
I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,card_payment_wrong_exchange_rate
I was issued a card about a week ago. why hasn't it come in yet?,card_arrival
What is my money worth in other countries?,exchange_rate
where do you find your exchange rates?,exchange_rate
The correct exchange rate wasn't given to me for an item I purchased.,card_payment_wrong_exchange_rate
I've been charged an extra £1 and I don't know what it's for,extra_charge_on_statement
How does the exchange rate work on this app?,exchange_rate
Why does it still charge me even though I was unable to withdraw money from the ATM?,pending_cash_withdrawal
"I bought something in another currency, but the exchange rate was incorrect.",card_payment_wrong_exchange_rate
"On my statement, there is a strange 1£ charge that appears as pending. What's causing that? I haven't purchased anything that's just a pound.",extra_charge_on_statement
I purchased something abroad but the exchange rate is incorrect.,card_payment_wrong_exchange_rate
Why is there an extra charge of 1 dollar on my statement?,extra_charge_on_statement
Where do I scan my card?,card_linking
Will you work with any fiat currencies?,fiat_currency_support
Why is my exchange rate wrong?,card_payment_wrong_exchange_rate
Can you change my currency to EUR?,fiat_currency_support
Can I put my old card back in the app?,card_linking
I got billed an extra pound!,extra_charge_on_statement
Shouldn't my new card be here by now?,card_arrival
After purchasing an item I noticed the exchange rate was incorrect.,card_payment_wrong_exchange_rate
Why is the exchange rate on my card wrong?,card_payment_wrong_exchange_rate
How can I solve my issue with holding multiple currencies?,fiat_currency_support
I believe you charged me too much to exchange my money,card_payment_wrong_exchange_rate
Can you explain your exchange rates basis?,exchange_rate
My card appears to have never arrived?,card_arrival
Do I have a $1 extra fee on the statement?,extra_charge_on_statement
What does it mean when a cash withdrawal is pending?,pending_cash_withdrawal
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal
How can I make my card show up in the app?,card_linking
What currencies do you support?,fiat_currency_support
What are the current exchange rates?,exchange_rate
How do I add my new card to the app?,card_linking
My card payment had the wrong exchange rate,card_payment_wrong_exchange_rate
Is there a tracking number for the card you sent me?,card_arrival
How long does it take for me to get my new card?,card_arrival
The cash I got at the ATM is still in my account.,pending_cash_withdrawal
How can I find out about an extra fee on my statement?,extra_charge_on_statement
Is there a tracking number for the card?,card_arrival
"I got my card now, how do I make it show up in the app?",card_linking
Can I hold more than one currency?,fiat_currency_support
Why is there a charge for $1 on my account?,extra_charge_on_statement
I made a cash withdrawal and it is still listed as a pending transaction.,pending_cash_withdrawal
I was charged $1 in a transaction.,extra_charge_on_statement
Why was I charged $1 in a transaction?,extra_charge_on_statement
My payment had a wrong exchange rate.,card_payment_wrong_exchange_rate
What is the basis of your exchange rates?,exchange_rate
I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.,extra_charge_on_statement
Which flat currencies are supported for holding and exchange?,fiat_currency_support
I still have not received an answer as to why I was charged $1.00 in a transaction?,extra_charge_on_statement
What factors determine your exchange rate?,exchange_rate
My account says a withdrawal is pending - why can't I take cash out of the ATM?,pending_cash_withdrawal
Why did you guys charge me an extra €1?,extra_charge_on_statement
where is my new card?,card_arrival
I want to change the wrong exchange rate.,card_payment_wrong_exchange_rate
Is there a way to link the card i just got?,card_linking
You sent me a card and now I want to link it.,card_linking
I need to know what foreign exchange rate I can get.,exchange_rate
I bought an item that I was charged a different exchange rate for.,card_payment_wrong_exchange_rate
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",pending_cash_withdrawal
"The card I thought was lost was just in my jacket, so can I reactivate it since I found it this morning?",card_linking
"In the exchange and holding, what fiat is allowed?",fiat_currency_support
how do you get exchange rates,exchange_rate
"When exchanging, how much are the rates?",exchange_rate
Will you be adding more currencies in the future?,fiat_currency_support
Why does my statement show an extra fee?,extra_charge_on_statement
I noticed the currency exchange rate was incorrect after paying for something in a foreign country.,card_payment_wrong_exchange_rate
What do I do to link my new card?,card_linking
Why did they charge me an extra $1?,extra_charge_on_statement
My payment has an incorrect exchange rate.,card_payment_wrong_exchange_rate
Can I change or hold different currency?,fiat_currency_support
The exchange rate was not correct for the item I bought.,card_payment_wrong_exchange_rate
Is my fiat currency supported for both hold and exchange?,fiat_currency_support
Can I add a card that I just found (again) to the app?,card_linking
I would like to know what your exchange rates are.,exchange_rate
Was there a number to track that I could get?,card_arrival
What does it mean to have a pending cash withdrawal?,pending_cash_withdrawal
I made a purchase and was charged at the wrong foreign exchange rate.,card_payment_wrong_exchange_rate
from where are coming your exchange rates?,exchange_rate
what was the $1 fee i got,extra_charge_on_statement
I would like to track the card you sent to me.,card_arrival
This exchange rate you use is awful! Please tell me this is a mistake and not the official interbank exchange rate!,card_payment_wrong_exchange_rate
Your foreign exchange rate is wrong.,card_payment_wrong_exchange_rate
How long does it take for a pending cash withdrawal?,pending_cash_withdrawal
how do I get my card to show in the app?,card_linking
"It's been two weeks and I haven't gotten my card, what do I do?",card_arrival
Is it possible to link a new card?,card_linking
Why isn't my purchase exchange rate correct?,card_payment_wrong_exchange_rate
There's an error with the rate that is charged.,card_payment_wrong_exchange_rate
how can i track card you sent,card_arrival
Help me access the card I already got so I can information from it.,card_linking
I found my card again. Can I put it back into the app?,card_linking
"I heard that you support more than one type of fiat currency, would you tell me which ones please?",fiat_currency_support
I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
What is this $1 charge on my account?,extra_charge_on_statement
I made a purchase but the exchange rate is wrong?,card_payment_wrong_exchange_rate
Why has my new card still not come?,card_arrival
What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal
There is a pending 1£ charge on my statement.  I haven't purchased anything for 1£.  Why is it on my statement?,extra_charge_on_statement
What do you use to figure out the exchange rate for the card?,exchange_rate
How do I add a new card?,card_linking
"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
How do I link a new card to an existing one?,card_linking
I want to link my new card. Can you help?,card_linking
"I  have been charged more than I should for the presents I bought  when abroad, the problem seems to be the exchange rate.",card_payment_wrong_exchange_rate
Where in the app do I link a new card?,card_linking
I haven't gotten my credit card in the mail.,card_arrival
What is the expected delivery date of my card?,card_arrival
Could you tell me what your exchange rates are?,exchange_rate
I was overcharged a pound.,extra_charge_on_statement
"I bought something while traveling, and the exchange rate was wrong.",card_payment_wrong_exchange_rate
My statement is showing an extra £1 charge and I am unsure why. Is there an explanation for this?,extra_charge_on_statement
I need to know what your exchange rates are.,exchange_rate
It looks like the exchange rates on my card payment are wrong,card_payment_wrong_exchange_rate
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",extra_charge_on_statement
Why on earth is the exchange rate so bad?   Can I get a rate closer to the actual interbank rate?,card_payment_wrong_exchange_rate
I see a charge of 1L I do not recognize on my statement,extra_charge_on_statement
What currencies do you offer?,fiat_currency_support
I  see an extra 1£ charge on my app. Why did It charge me extra?,extra_charge_on_statement
Will my money be of equal value when I travel abroad?,exchange_rate
How do I know when my new card is going to arrive?,card_arrival
"My card arrived but I need to make it work in the app, how do I do that?",card_linking
Is it possible to reactivate the card I thought I lost but found this morning in my jacket?,card_linking
I was charged an extra pound for no reason. Why is that?,extra_charge_on_statement
"I found the card that I thought I lost, and I would like to reactivate it.",card_linking
My card is no longer lost. How do I enter it back into the app?,card_linking
Can I link my card I previously received?,card_linking
What value can I get for my currency?,exchange_rate
My card hasn't shown up yet.,card_arrival
My statement is showing I was Charged a dollar and I am not sure why.,extra_charge_on_statement
I wanted to know about a pending dollar that is on my statement.,extra_charge_on_statement
why does my statement contain an extra fee?,extra_charge_on_statement
How can I link the new card?,card_linking
I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?,card_payment_wrong_exchange_rate
what are your exchange rates at?,exchange_rate
What do I do if I still have not received my new card?,card_arrival
Where did this extra €1 fee on my statement come from?,extra_charge_on_statement
I think there has been a mistake on my exchange rate for this purchase.,card_payment_wrong_exchange_rate
Will I have to wait much longer for my new card to arrive?,card_arrival
Do you have a tracking number for the card I was sent?,card_arrival
How can I hold and exchange fiat currencies?,fiat_currency_support
"On the card that is coming, what's the tracking info?",card_arrival
What type of fiat currencies do you support?,fiat_currency_support
I found my card! Can I link it back into the app?,card_linking
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,pending_cash_withdrawal
I think something went wrong with my exchange between Russian Ruble and UK pounds. I was overcharged during the swap.,card_payment_wrong_exchange_rate
My balance is not what I thought it was following an ATM withdrawal,pending_cash_withdrawal
Can I add a card back to the app?,card_linking
I was charged the wing amount for an item.,card_payment_wrong_exchange_rate
something is wrong with my exchange rate charge,card_payment_wrong_exchange_rate
Why is the exchange rate for my payment incorrect?,card_payment_wrong_exchange_rate
What are eligible holding and exchange currencies?,fiat_currency_support
I see I was charged $1 for a transaction.,extra_charge_on_statement
Is EUR one of the currencies you deal with?,fiat_currency_support
The item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate
maximum how many days get the courier?,card_arrival
Where do you get those exchange rates?,exchange_rate
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,pending_cash_withdrawal
Can the card was sen to me be tracked?,card_arrival
